錯誤字,錯誤搭配,正確搭配,此錯誤-正確搭配總錯誤次數,此錯誤-正確總錯誤次數,此搭配詞,此搭配詞分類,此錯誤正確累積此分類錯誤總次數,此錯誤正確累積此搭配詞分類唯一次數,此錯誤總次次數
clothe,clothe different,clothe different,1,4,different,"Resemblance, Difference, and Change",1,1,34
clothe,clothe natural,material natural,1,1,natural,Life and Living Things,1,1,34
clothe,clothe natural,material natural,1,1,natural,Making things,2,2,34
clothe,clothe natural,material natural,1,1,natural,Science and Technology,1,1,34
clothe,clothe natural,material natural,1,1,natural,Music and Related Activities,1,1,34
clothe,clothe synthetic,material synthetic,1,1,synthetic,Making things,2,2,34
clothe,clothe traditional,cloth traditional,1,2,traditional,misc-ap-0,1,1,34
clothe,clothe wet,suit wet,1,1,wet,Weather and Temperature,1,1,34
clothe,clothe new,attire new,1,9,new,"Old, New, and Young",1,1,34
clothe,clothe new,attire new,1,9,new,Periods of Time and their Measurement,1,1,34
clothe,clothe few,garment few,1,1,few,"Size, Importance, and Availability",1,1,34
gift,gift much,money much,1,1,much,"Size, Importance, and Availability",1,1,10
suit,suit appropriate,outfit appropriate,1,1,appropriate,"Rightness, Fairness, Purpose, Use, & Strength",1,1,9
suit,suit appropriate,outfit appropriate,1,1,appropriate,"Warfare, Defense, and the Army",1,1,9
suit,suit one,right one,1,1,one,General Grammatical Words,1,1,9
suit,suit one,right one,1,1,one,Numbers and Quantities,1,1,9
nature,nature english,countryside english,1,122,english,misc-ap-0,3,3,154
nature,nature beautiful,countryside beautiful,63,122,beautiful,Linking and Not Linking,64,2,154
nature,nature lovely,countryside lovely,1,122,lovely,Linking and Not Linking,64,2,154
nature,nature canadian,countryside canadian,1,122,canadian,misc-ap-0,3,3,154
nature,nature wonderful,countryside wonderful,2,122,wonderful,Good and Evil,9,4,154
nature,nature great,countryside great,5,122,great,Good and Evil,9,4,154
nature,nature great,countryside great,5,122,great,"Size, Importance, and Availability",6,2,154
nature,nature magnificent,countryside magnificent,1,122,magnificent,Good and Evil,9,4,154
nature,nature vast,countryside vast,1,122,vast,"Size, Importance, and Availability",6,2,154
nature,nature nice,countryside nice,1,122,nice,Good and Evil,9,4,154
nature,nature intact,countryside intact,1,122,intact,misc-ap-0,3,3,154
nature,nature local,countryside local,1,122,local,Social Organization in Group and Places,1,1,154
nature,nature local,countryside local,1,122,local,"General, Usual, Unusual, etc",1,1,154
nature,nature contaminated,environment contaminated,1,19,contaminated,misc-ap-0,1,1,154
nature,nature secure,environment secure,1,19,secure,"Showing, Hiding, Finding, Saving, and Similar Words",1,1,154
nature,nature natural,environment natural,12,19,natural,Life and Living Things,12,1,154
nature,nature natural,environment natural,12,19,natural,Making things,12,1,154
nature,nature natural,environment natural,12,19,natural,Science and Technology,12,1,154
nature,nature natural,environment natural,12,19,natural,Music and Related Activities,12,1,154
nature,nature protection,environmental protection,1,1,protection,"Showing, Hiding, Finding, Saving, and Similar Words",1,1,154
nature,nature many,area many,1,1,many,"Size, Importance, and Availability",1,1,154
nature,nature beautiful,scenery beautiful,1,1,beautiful,Linking and Not Linking,1,1,154
nature,nature beautiful,sight beautiful,1,1,beautiful,Linking and Not Linking,1,1,154
nature,nature many,sight many,1,1,many,"Size, Importance, and Availability",1,1,154
nature,nature vital,resource vital,1,1,vital,"Possibility, Chance, and Necessity",1,1,154
nature,nature many,park many,1,2,many,"Size, Importance, and Availability",1,1,154
option,option good,place good,1,1,good,Good and Evil,1,1,10
option,option good,place good,1,1,good,Knowing and Learning,1,1,10
option,option good,place good,1,1,good,Weather and Temperature,1,1,10
option,option good,choice good,1,8,good,Good and Evil,1,1,10
option,option good,choice good,1,8,good,Knowing and Learning,1,1,10
option,option good,choice good,1,8,good,Weather and Temperature,1,1,10
option,option optimal,choice optimal,4,8,optimal,"Size, Importance, and Availability",4,1,10
embankment,embankment magnificent,bank magnificent,1,1,magnificent,Good and Evil,1,1,1
just,just hard,very hard,1,6,hard,"General, Usual, Unusual, etc",5,4,157
just,just hard,very hard,1,6,hard,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,157
just,just easy,very easy,2,6,easy,Bodily States and Associated Activities,2,1,157
just,just easy,very easy,2,6,easy,"General, Usual, Unusual, etc",5,4,157
just,just simple,very simple,1,6,simple,Grammar,1,1,157
just,just simple,very simple,1,6,simple,Substances and MaterialsGenerally,1,1,157
just,just simple,very simple,1,6,simple,"General, Usual, Unusual, etc",5,4,157
just,just interested,very interested,1,6,interested,"Relaxation, Excitement, Interest, and Surprise",1,1,157
just,just special,very special,1,6,special,"General, Usual, Unusual, etc",5,4,157
just,just be,only be,3,45,be,Life and Living Things,4,2,157
just,just be,only be,3,45,be,"Being, Becoming, and Happening",5,3,157
just,just be,only be,3,45,be,"Belonging and Owning, Getting and Giving",9,4,157
just,just be,only be,3,45,be,Causing,9,4,157
just,just in,only in,4,45,in,Measurement,4,1,157
just,just have,only have,4,45,have,"Courting, Sex, and Marriage",4,1,157
just,just have,only have,4,45,have,"Belonging and Owning, Getting and Giving",9,4,157
just,just have,only have,4,45,have,Commerce,8,5,157
just,just have,only have,4,45,have,Food Generally,4,1,157
just,just have,only have,4,45,have,Causing,9,4,157
just,just people,only people,2,45,people,People,4,3,157
just,just people,only people,2,45,people,Social Organization in Group and Places,2,1,157
just,just go,only go,1,45,go,misc-ap-0,7,6,157
just,just cancamp,only cancamp,1,45,cancamp,misc-ap-0,7,6,157
just,just give,only give,1,45,give,"Belonging and Owning, Getting and Giving",9,4,157
just,just give,only give,1,45,give,Commerce,8,5,157
just,just give,only give,1,45,give,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,157
just,just let,only let,1,45,let,Law and Order Generally,1,1,157
just,just let,only let,1,45,let,Commerce,8,5,157
just,just find,only find,3,45,find,"Showing, Hiding, Finding, Saving, and Similar Words",3,1,157
just,just only,only only,2,45,only,Numbers and Quantities,2,1,157
just,just only,only only,2,45,only,"Size, Importance, and Availability",2,1,157
just,just get,only get,1,45,get,"Belonging and Owning, Getting and Giving",9,4,157
just,just get,only get,1,45,get,Knowing and Learning,5,5,157
just,just get,only get,1,45,get,Mathematics,1,1,157
just,just get,only get,1,45,get,Commerce,8,5,157
just,just get,only get,1,45,get,"Moving, Coming, and going",1,1,157
just,just get,only get,1,45,get,"Being, Becoming, and Happening",5,3,157
just,just get,only get,1,45,get,Causing,9,4,157
just,just use,only use,2,45,use,Making things,2,1,157
just,just use,only use,2,45,use,"Rightness, Fairness, Purpose, Use, & Strength",2,1,157
just,just saturday,only saturday,1,45,saturday,Periods of Time and their Measurement,1,1,157
just,just study,only study,1,45,study,Knowing and Learning,5,5,157
just,just study,only study,1,45,study,Parts of Houses,1,1,157
just,just 3,only 3,1,45,3,misc-ap-0,7,6,157
just,just happen,only happen,1,45,happen,"Being, Becoming, and Happening",5,3,157
just,just after,only after,2,45,after,misc-ap-0,7,6,157
just,just work,only work,1,45,work,Industry and Work,1,1,157
just,just work,only work,1,45,work,"Business, Work, and Employment",1,1,157
just,just work,only work,1,45,work,Doing Things,1,1,157
just,just you,only you,4,45,you,General Grammatical Words,4,1,157
just,just read,only read,1,45,read,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,157
just,just time,only time,1,45,time,Music and Related Activities,2,2,157
just,just time,only time,1,45,time,Time Generally,5,3,157
just,just president,only president,1,45,president,Government,1,1,157
just,just on,only on,1,45,on,Sports and Games Generally,1,1,157
just,just start,only start,2,45,start,Beginning and Ending,2,1,157
just,just off,only off,1,45,off,Commerce,8,5,157
just,just mother,only mother,1,45,mother,People,4,3,157
just,just learn,only learn,1,45,learn,Knowing and Learning,5,5,157
just,just issue,only issue,1,45,issue,Life and Living Things,4,2,157
just,just issue,only issue,1,45,issue,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,157
just,just issue,only issue,1,45,issue,Language,1,1,157
just,just issue,only issue,1,45,issue,Causing,9,4,157
just,just mam,only mam,1,45,mam,People,4,3,157
just,just when,only when,3,45,when,Time Generally,5,3,157
just,just to,only to,1,45,to,misc-ap-0,7,6,157
just,just know,only know,1,45,know,Knowing and Learning,5,5,157
just,just listen,only listen,1,45,listen,misc-ap-0,7,6,157
just,just artist,only artist,1,45,artist,Arts and Crafts,1,1,157
just,just artist,only artist,1,45,artist,Music and Related Activities,2,2,157
just,just see,only see,1,45,see,"Thinking, Judging and Remembering-",1,1,157
just,just see,only see,1,45,see,Knowing and Learning,5,5,157
just,just see,only see,1,45,see,Time Generally,5,3,157
just,just wait,hardly wait,1,1,wait,"Moving, Coming, and going",1,1,157
just,just now,right now,9,12,now,Grammatical Words & Phrases Relating to Time,9,1,157
just,just time,right time,1,12,time,Music and Related Activities,1,1,157
just,just time,right time,1,12,time,Time Generally,1,1,157
just,just staying,right staying,1,12,staying,misc-ap-0,1,1,157
just,just in,right in,1,12,in,Measurement,1,1,157
just,just come,first come,12,43,come,"Moving, Coming, and going",31,6,157
just,just arrive,first arrive,12,43,arrive,"Moving, Coming, and going",31,6,157
just,just get,first get,3,43,get,"Belonging and Owning, Getting and Giving",5,3,157
just,just get,first get,3,43,get,Knowing and Learning,5,2,157
just,just get,first get,3,43,get,Mathematics,3,1,157
just,just get,first get,3,43,get,Commerce,3,1,157
just,just get,first get,3,43,get,"Moving, Coming, and going",31,6,157
just,just get,first get,3,43,get,"Being, Becoming, and Happening",3,1,157
just,just get,first get,3,43,get,Causing,3,1,157
just,just enter,first enter,2,43,enter,Sports and Games Generally,2,1,157
just,just enter,first enter,2,43,enter,"Moving, Coming, and going",31,6,157
just,just start,first start,5,43,start,Beginning and Ending,5,1,157
just,just time,first time,1,43,time,Music and Related Activities,2,2,157
just,just time,first time,1,43,time,Time Generally,3,2,157
just,just go,first go,1,43,go,misc-ap-0,1,1,157
just,just move,first move,1,43,move,Indoor Games,1,1,157
just,just move,first move,1,43,move,"Moving, Coming, and going",31,6,157
just,just belong,first belong,1,43,belong,"Belonging and Owning, Getting and Giving",5,3,157
just,just year,first year,1,43,year,Periods of Time and their Measurement,1,1,157
just,just step,first step,1,43,step,"Moving, Coming, and going",31,6,157
just,just step,first step,1,43,step,"Belonging and Owning, Getting and Giving",5,3,157
just,just step,first step,1,43,step,Music and Related Activities,2,2,157
just,just open,first open,1,43,open,"Putting and Taking, Pulling and Pushing",1,1,157
just,just open,first open,1,43,open,"Honesty, Loyalty, Trickery, and Deceit",1,1,157
just,just see,first see,2,43,see,"Thinking, Judging and Remembering-",2,1,157
just,just see,first see,2,43,see,Knowing and Learning,5,2,157
just,just see,first see,2,43,see,Time Generally,3,2,157
just,just hear,first hear,1,43,hear,Courts of Law and Legal Work,1,1,157
just,just friendly,nearly friendly,1,2,friendly,Friendship and Enmity,1,1,157
just,just everybody,nearly everybody,1,2,everybody,misc-ap-0,1,1,157
just,just animal,suitable animal,2,1,animal,Living Creatures Generally,2,1,157
just,just look,really look,1,3,look,The Head and the Face,1,1,157
just,just look,really look,1,3,look,"Being, Becoming, and Happening",1,1,157
just,just like,really like,1,3,like,Feeling and Behavior Generally,1,1,157
just,just like,really like,1,3,like,Linking and Not Linking,1,1,157
just,just like,really like,1,3,like,"Resemblance, Difference, and Change",1,1,157
just,just happy,really happy,2,3,happy,Happiness and Sadness,2,1,157
just,just be,simply be,31,12,be,Life and Living Things,31,1,157
just,just be,simply be,31,12,be,"Being, Becoming, and Happening",31,1,157
just,just be,simply be,31,12,be,"Belonging and Owning, Getting and Giving",33,3,157
just,just be,simply be,31,12,be,Causing,31,1,157
just,just impossible,simply impossible,1,12,impossible,misc-ap-0,4,2,157
just,just good,simply good,1,12,good,Good and Evil,1,1,157
just,just good,simply good,1,12,good,Knowing and Learning,1,1,157
just,just good,simply good,1,12,good,Weather and Temperature,1,1,157
just,just unwind,simply unwind,1,12,unwind,Bodily States and Associated Activities,1,1,157
just,just unwind,simply unwind,1,12,unwind,"Relaxation, Excitement, Interest, and Surprise",1,1,157
just,just pick,simply pick,1,12,pick,"Belonging and Owning, Getting and Giving",33,3,157
just,just pick,simply pick,1,12,pick,Tools,1,1,157
just,just feed,simply feed,1,12,feed,Food Generally,1,1,157
just,just feed,simply feed,1,12,feed,Specific Substance and Materials,1,1,157
just,just prefer,simply prefer,1,12,prefer,Linking and Not Linking,1,1,157
just,just by,simply by,3,12,by,misc-ap-0,4,2,157
just,just choose,simply choose,1,12,choose,"Belonging and Owning, Getting and Giving",33,3,157
just,just use,simply use,1,12,use,Making things,1,1,157
just,just use,simply use,1,12,use,"Rightness, Fairness, Purpose, Use, & Strength",1,1,157
just,just finger,even finger,1,3,finger,"The Trunk, Arms, and",1,1,157
just,just finger,even finger,1,3,finger,Senses and Sensations,1,1,157
just,just capable,even capable,1,3,capable,Knowing and Learning,1,1,157
just,just notice,even notice,1,3,notice,misc-ap-0,1,1,157
just,just see,now see,1,1,see,"Thinking, Judging and Remembering-",1,1,157
just,just see,now see,1,1,see,Knowing and Learning,1,1,157
just,just see,now see,1,1,see,Time Generally,1,1,157
just,just state,current state,1,1,state,"Communicating, mainly by Speaking and Talking",1,1,157
just,just state,current state,1,1,state,Social Organization in Group and Places,1,1,157
just,just state,current state,1,1,state,"Being, Becoming, and Happening",1,1,157
just,just heavy,quite heavy,1,1,heavy,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,157
just,just think,also think,1,1,think,"Thinking, Judging and Remembering-",1,1,157
just,just be,merely be,75,15,be,Life and Living Things,75,1,157
just,just be,merely be,75,15,be,"Being, Becoming, and Happening",75,1,157
just,just be,merely be,75,15,be,"Belonging and Owning, Getting and Giving",82,2,157
just,just be,merely be,75,15,be,Causing,82,2,157
just,just interested,merely interested,1,15,interested,"Relaxation, Excitement, Interest, and Surprise",1,1,157
just,just for,merely for,4,15,for,misc-ap-0,5,2,157
just,just have,merely have,7,15,have,"Courting, Sex, and Marriage",7,1,157
just,just have,merely have,7,15,have,"Belonging and Owning, Getting and Giving",82,2,157
just,just have,merely have,7,15,have,Commerce,7,1,157
just,just have,merely have,7,15,have,Food Generally,9,2,157
just,just have,merely have,7,15,have,Causing,82,2,157
just,just 6,merely 6,1,15,6,misc-ap-0,5,2,157
just,just consume,merely consume,2,15,consume,Food Generally,9,2,157
just,just watch,merely watch,6,15,watch,"Equipment, Machines, and Instruments",6,1,157
just,just watch,merely watch,6,15,watch,Periods of Time and their Measurement,6,1,157
just,just watch,merely watch,6,15,watch,"Cutting, Joining, Breaking, and Destroying",6,1,157
just,just desire,merely desire,4,15,desire,Feeling and Behavior Generally,4,1,157
just,just desire,merely desire,4,15,desire,Linking and Not Linking,4,1,157
just,just engage,merely engage,8,15,engage,"Warfare, Defense, and the Army",8,1,157
just,just about,solely about,2,3,about,misc-ap-0,8,2,157
just,just for,solely for,6,3,for,misc-ap-0,8,2,157
just,just on,solely on,1,3,on,Sports and Games Generally,1,1,157
just,just unearth,recently unearth,1,1,unearth,misc-ap-0,1,1,157
either,either have,also have,3,1,have,"Courting, Sex, and Marriage",3,1,90
either,either have,also have,3,1,have,"Belonging and Owning, Getting and Giving",3,1,90
either,either have,also have,3,1,have,Commerce,3,1,90
either,either have,also have,3,1,have,Food Generally,3,1,90
either,either have,also have,3,1,have,Causing,3,1,90
either,either be,too be,47,83,be,Life and Living Things,47,1,90
either,either be,too be,47,83,be,"Being, Becoming, and Happening",52,3,90
either,either be,too be,47,83,be,"Belonging and Owning, Getting and Giving",52,4,90
either,either be,too be,47,83,be,Causing,51,3,90
either,either have,too have,2,83,have,"Courting, Sex, and Marriage",2,1,90
either,either have,too have,2,83,have,"Belonging and Owning, Getting and Giving",52,4,90
either,either have,too have,2,83,have,Commerce,6,4,90
either,either have,too have,2,83,have,Food Generally,2,1,90
either,either have,too have,2,83,have,Causing,51,3,90
either,either watch,too watch,1,83,watch,"Equipment, Machines, and Instruments",1,1,90
either,either watch,too watch,1,83,watch,Periods of Time and their Measurement,2,2,90
either,either watch,too watch,1,83,watch,"Cutting, Joining, Breaking, and Destroying",1,1,90
either,either baby,too baby,1,83,baby,People,2,2,90
either,either feel,too feel,3,83,feel,Feeling and Behavior Generally,8,6,90
either,either see,too see,1,83,see,"Thinking, Judging and Remembering-",3,3,90
either,either see,too see,1,83,see,Knowing and Learning,4,3,90
either,either see,too see,1,83,see,Time Generally,1,1,90
either,either myspace,too myspace,1,83,myspace,misc-ap-0,7,5,90
either,either help,too help,3,83,help,Doing Things,5,3,90
either,either improve,too improve,1,83,improve,Doing Things,5,3,90
either,either i,too i,3,83,i,General Grammatical Words,3,1,90
either,either write,too write,2,83,write,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,90
either,either cost,too cost,1,83,cost,Commerce,6,4,90
either,either gaming,too gaming,2,83,gaming,misc-ap-0,7,5,90
either,either lose,too lose,1,83,lose,"Warfare, Defense, and the Army",2,2,90
either,either lose,too lose,1,83,lose,Money,1,1,90
either,either lose,too lose,1,83,lose,Sports and Games Generally,2,2,90
either,either lose,too lose,1,83,lose,Death and Burial,1,1,90
either,either card,too card,1,83,card,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,90
either,either card,too card,1,83,card,Specific Substance and Materials,1,1,90
either,either card,too card,1,83,card,Indoor Games,1,1,90
either,either book,too book,1,83,book,"The Police, Security Services, Crime, and Criminals",1,1,90
either,either book,too book,1,83,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,90
either,either book,too book,1,83,book,Travel and Visiting,2,2,90
either,either learn,too learn,1,83,learn,Knowing and Learning,4,3,90
either,either sound,too sound,1,83,sound,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,90
either,either sound,too sound,1,83,sound,"Rightness, Fairness, Purpose, Use, & Strength",1,1,90
either,either cry,too cry,3,83,cry,Action of the Face related to Feelings,5,2,90
either,either cry,too cry,3,83,cry,"Communicating, mainly by Speaking and Talking",4,2,90
either,either want,too want,1,83,want,Feeling and Behavior Generally,8,6,90
either,either dance,too dance,1,83,dance,Music and Related Activities,1,1,90
either,either leave,too leave,1,83,leave,"Moving, Coming, and going",4,3,90
either,either leave,too leave,1,83,leave,Courts of Law and Legal Work,1,1,90
either,either think,too think,1,83,think,"Thinking, Judging and Remembering-",3,3,90
either,either miss,too miss,1,83,miss,People,2,2,90
either,either miss,too miss,1,83,miss,Feeling and Behavior Generally,8,6,90
either,either miss,too miss,1,83,miss,"Thinking, Judging and Remembering-",3,3,90
either,either miss,too miss,1,83,miss,Sports and Games Generally,2,2,90
either,either keep,too keep,1,83,keep,Law and Order Generally,1,1,90
either,either keep,too keep,1,83,keep,"Belonging and Owning, Getting and Giving",52,4,90
either,either keep,too keep,1,83,keep,Commerce,6,4,90
either,either keep,too keep,1,83,keep,Doing Things,5,3,90
either,either keep,too keep,1,83,keep,"Showing, Hiding, Finding, Saving, and Similar Words",1,1,90
either,either keep,too keep,1,83,keep,Architecture and Kinds of Houses and Buildings,1,1,90
either,either enjoy,too enjoy,1,83,enjoy,Feeling and Behavior Generally,8,6,90
either,either friend,too friend,1,83,friend,Friendship and Enmity,1,1,90
either,either article,too article,1,83,article,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,90
either,either article,too article,1,83,article,Grammar,1,1,90
either,either article,too article,1,83,article,Objects Generally,1,1,90
either,either r,too r,2,83,r,misc-ap-0,7,5,90
either,either become,too become,3,83,become,Linking and Not Linking,3,1,90
either,either become,too become,3,83,become,"Being, Becoming, and Happening",52,3,90
either,either hope,too hope,1,83,hope,Feeling and Behavior Generally,8,6,90
either,either suffer,too suffer,1,83,suffer,Feeling and Behavior Generally,8,6,90
either,either say,too say,1,83,say,"Communicating, mainly by Speaking and Talking",4,2,90
either,either visit,too visit,1,83,visit,Travel and Visiting,2,2,90
either,either read,too read,1,83,read,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,90
either,either drive,too drive,1,83,drive,"Warfare, Defense, and the Army",2,2,90
either,either drive,too drive,1,83,drive,"Moving, Coming, and going",4,3,90
either,either drive,too drive,1,83,drive,Areas Around and Near Houses,1,1,90
either,either drive,too drive,1,83,drive,Places,1,1,90
either,either drive,too drive,1,83,drive,Parts of Houses,1,1,90
either,either month,too month,1,83,month,Periods of Time and their Measurement,2,2,90
either,either go,too go,1,83,go,misc-ap-0,7,5,90
either,either get,too get,2,83,get,"Belonging and Owning, Getting and Giving",52,4,90
either,either get,too get,2,83,get,Knowing and Learning,4,3,90
either,either get,too get,2,83,get,Mathematics,2,1,90
either,either get,too get,2,83,get,Commerce,6,4,90
either,either get,too get,2,83,get,"Moving, Coming, and going",4,3,90
either,either get,too get,2,83,get,"Being, Becoming, and Happening",52,3,90
either,either get,too get,2,83,get,Causing,51,3,90
either,either laugh,too laugh,2,83,laugh,Action of the Face related to Feelings,5,2,90
either,either smooth,too smooth,1,83,smooth,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,90
either,either depend,too depend,1,83,depend,"Honesty, Loyalty, Trickery, and Deceit",1,1,90
either,either nonsmokers'health,too nonsmokers'health,1,83,nonsmokers'health,misc-ap-0,7,5,90
either,either friendship,well friendship,1,3,friendship,Friendship and Enmity,1,1,90
either,either do,so do,2,2,do,misc-ap-0,2,1,90
air,air clean,atmosphere clean,1,1,clean,Cleaning and Personal Care,1,1,14
air,air red,hair red,2,3,red,"The Skin, the Complexion, and the Hair",3,2,14
air,air red,hair red,2,3,red,Drinks,2,1,14
air,air red,hair red,2,3,red,Indoor Games,3,2,14
air,air red,hair red,2,3,red,Light and Color,3,2,14
air,air black,hair black,1,3,black,"The Skin, the Complexion, and the Hair",3,2,14
air,air black,hair black,1,3,black,Indoor Games,3,2,14
air,air black,hair black,1,3,black,Light and Color,3,2,14
sorry,sorry news,sad news,1,1,news,Communication and Information,1,1,14
sorry,sorry deep,regret deep,1,2,deep,Measurement,1,1,14
sorry,sorry deep,regret deep,1,2,deep,Light and Color,1,1,14
sorry,sorry deep,regret deep,1,2,deep,Actions and Positions,1,1,14
sorry,sorry t,sorry t,2,1,t,misc-ap-0,2,1,14
sorry,sorry more,apology more,2,4,more,"Size, Importance, and Availability",2,1,14
sorry,sorry reduction,unfair reduction,1,1,reduction,"Size, Importance, and Availability",1,1,14
sorry,sorry about,deeply about,2,1,about,misc-ap-0,2,1,14
play,play game,play game,1,4,game,misc-ap-0,1,1,80
play,play play,play play,4,4,play,Entertainment Generally,4,1,80
play,play play,play play,4,4,play,Music and Related Activities,4,1,80
play,play play,play play,4,4,play,"Drama, the Theatre, and Show Business",4,1,80
play,play play,play play,4,4,play,Children's Games and Toys,4,1,80
play,play wonderful,play wonderful,1,4,wonderful,Good and Evil,1,1,80
play,play cuban,music cuban,1,2,cuban,misc-ap-0,1,1,80
play,play several,game several,1,18,several,"Size, Importance, and Availability",1,1,80
play,play first,game first,1,18,first,Numbers and Quantities,2,2,80
play,play first,game first,1,18,first,Beginning and Ending,3,3,80
play,play first,game first,1,18,first,Vehicles and Transport on Land,2,2,80
play,play first,game first,1,18,first,Music and Related Activities,2,2,80
play,play previous,game previous,1,18,previous,Beginning and Ending,3,3,80
play,play next,game next,1,18,next,misc-ap-0,3,3,80
play,play exciting,game exciting,2,18,exciting,"Relaxation, Excitement, Interest, and Surprise",2,1,80
play,play own,game own,1,18,own,"Belonging and Owning, Getting and Giving",1,1,80
play,play second,game second,1,18,second,Numbers and Quantities,2,2,80
play,play second,game second,1,18,second,Music and Related Activities,2,2,80
play,play second,game second,1,18,second,Periods of Time and their Measurement,1,1,80
play,play second,game second,1,18,second,Vehicles and Transport on Land,2,2,80
play,play japanese,game japanese,1,18,japanese,misc-ap-0,3,3,80
play,play traditional,game traditional,1,18,traditional,misc-ap-0,3,3,80
play,play other,game other,1,18,other,"Resemblance, Difference, and Change",1,1,80
play,play last,game last,1,18,last,Time Generally,1,1,80
play,play last,game last,1,18,last,Beginning and Ending,3,3,80
play,play show,musical show,4,2,show,"Putting and Taking, Pulling and Pushing",4,1,80
play,play show,musical show,4,2,show,"Showing, Hiding, Finding, Saving, and Similar Words",4,1,80
play,play show,musical show,4,2,show,"Drama, the Theatre, and Show Business",4,1,80
play,play usual,toy usual,1,1,usual,"General, Usual, Unusual, etc",1,1,80
play,play excellent,performance excellent,1,10,excellent,Good and Evil,1,1,80
play,play good,role good,1,1,good,Good and Evil,1,1,80
play,play good,role good,1,1,good,Knowing and Learning,1,1,80
play,play good,role good,1,1,good,Weather and Temperature,1,1,80
play,play same,pitch same,2,2,same,"Resemblance, Difference, and Change",2,1,80
play,play small,pitch small,1,2,small,"Size, Importance, and Availability",1,1,80
play,play great,time great,1,2,great,Good and Evil,1,1,80
play,play great,time great,1,2,great,"Size, Importance, and Availability",1,1,80
play,play last,time last,1,2,last,Time Generally,1,1,80
play,play last,time last,1,2,last,Beginning and Ending,1,1,80
play,play athletic,activity athletic,1,1,athletic,misc-ap-0,1,1,80
play,play costly,sport costly,1,3,costly,Shopping and General Expenses,1,1,80
play,play favorite,sport favorite,1,3,favorite,misc-ap-0,1,1,80
play,play fantastic,job fantastic,1,1,fantastic,"General, Usual, Unusual, etc",1,1,80
no,no more,once more,1,1,more,"Size, Importance, and Availability",1,1,158
no,no long,any long,12,14,long,Feeling and Behavior Generally,12,1,158
no,no long,any long,12,14,long,Measurement,12,1,158
no,no long,any long,12,14,long,Time Generally,12,1,158
no,no long,any long,12,14,long,Actions and Positions,12,1,158
no,no more,any more,1,14,more,"Size, Importance, and Availability",1,1,158
no,no shop,open shop,1,1,shop,Shopping and General Expenses,1,1,158
no,no shop,open shop,1,1,shop,Industry and Work,1,1,158
no,no persist,now persist,1,1,persist,Time Generally,1,1,158
no,no badly,very badly,1,1,badly,misc-ap-0,1,1,158
no,no long,much long,1,1,long,Feeling and Behavior Generally,1,1,158
no,no long,much long,1,1,long,Measurement,1,1,158
no,no long,much long,1,1,long,Time Generally,1,1,158
no,no long,much long,1,1,long,Actions and Positions,1,1,158
most,most important,very important,26,59,important,"Possibility, Chance, and Necessity",29,3,119
most,most serious,very serious,1,59,serious,"Possibility, Chance, and Necessity",29,3,119
most,most good,very good,4,59,good,Good and Evil,4,1,119
most,most good,very good,4,59,good,Knowing and Learning,4,1,119
most,most good,very good,4,59,good,Weather and Temperature,4,1,119
most,most simple,very simple,1,59,simple,Grammar,1,1,119
most,most simple,very simple,1,59,simple,Substances and MaterialsGenerally,1,1,119
most,most simple,very simple,1,59,simple,"General, Usual, Unusual, etc",12,4,119
most,most difficult,very difficult,6,59,difficult,Friendship and Enmity,6,1,119
most,most difficult,very difficult,6,59,difficult,"General, Usual, Unusual, etc",12,4,119
most,most stressful,very stressful,1,59,stressful,misc-ap-0,3,3,119
most,most exciting,very exciting,1,59,exciting,"Relaxation, Excitement, Interest, and Surprise",2,2,119
most,most big,very big,1,59,big,"Size, Importance, and Availability",1,1,119
most,most hard,very hard,3,59,hard,"General, Usual, Unusual, etc",12,4,119
most,most hard,very hard,3,59,hard,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",3,1,119
most,most different,very different,1,59,different,"Resemblance, Difference, and Change",1,1,119
most,most beneficial,very beneficial,2,59,beneficial,Kindness and Unkindness,2,1,119
most,most noisy,very noisy,1,59,noisy,misc-ap-0,3,3,119
most,most special,very special,2,59,special,"General, Usual, Unusual, etc",12,4,119
most,most poor,very poor,1,59,poor,Happiness and Sadness,2,2,119
most,most poor,very poor,1,59,poor,"Banking, Wealth, and Investment",1,1,119
most,most dangerous,very dangerous,2,59,dangerous,"Possibility, Chance, and Necessity",29,3,119
most,most left,very left,1,59,left,Politics and Election,1,1,119
most,most left,very left,1,59,left,Indoor Games,1,1,119
most,most worthwhile,very worthwhile,1,59,worthwhile,misc-ap-0,3,3,119
