error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
loss,NOUN,lose,loss dream,lose dream,1,43,dream,Bodily States and Associated Activities,4,2,52,0,0
loss,NOUN,lose,loss life,lose life,1,43,life,Bodily States and Associated Activities,4,2,52,0,210
loss,NOUN,lose,loss ambition,lose ambition,1,43,ambition,"Rightness, Fairness, Purpose, Use, & Strength",4,4,52,0,0
loss,NOUN,lose,loss point,lose point,1,43,point,"Rightness, Fairness, Purpose, Use, & Strength",4,4,52,16,60
loss,NOUN,lose,loss purpose,lose purpose,1,43,purpose,"Rightness, Fairness, Purpose, Use, & Strength",4,4,52,0,8
loss,NOUN,lose,loss money,lose money,3,43,money,Money,3,1,52,3,780
loss,NOUN,lose,loss money,lose money,1,43,money,Money,3,1,52,3,780
loss,NOUN,lose,loss position,lose position,1,43,position,Places,4,4,52,3,74
loss,NOUN,lose,loss way,lose way,1,43,way,Places,4,4,52,0,49
loss,NOUN,lose,loss lot,lose lot,1,43,lot,Places,4,4,52,0,180
loss,NOUN,miss,loss chance,miss chance,3,4,chance,"Possibility, Chance, and Necessity",4,2,52,0,101
loss,NOUN,miss,loss opportunity,miss opportunity,1,4,opportunity,"Possibility, Chance, and Necessity",4,2,52,0,208
loss,NOUN,miss,loss chance,miss chance,1,4,chance,"Possibility, Chance, and Necessity",4,2,52,0,101
loss,NOUN,miss,loss people,miss people,1,4,people,People,1,1,52,0,88
loss,NOUN,miss,loss point,miss point,1,4,point,"Rightness, Fairness, Purpose, Use, & Strength",4,4,52,16,183
loss,NOUN,waste,loss time,waste time,2,5,time,Music and Related Activities,2,1,52,0,1
loss,NOUN,waste,loss money,waste money,1,5,money,Money,3,1,52,3,117
loss,NOUN,waste,loss lot,waste lot,1,5,lot,Places,4,4,52,0,42
loss,NOUN,waste,loss less,waste less,1,5,less,"Size, Importance, and Availability",1,1,52,0,2
strongly,ADV,really,strongly want,really want,14,40,want,Feeling and Behavior Generally,26,4,108,1,103
strongly,ADV,really,strongly need,really need,1,40,need,Feeling and Behavior Generally,26,4,108,0,51
strongly,ADV,really,strongly wish,really wish,1,40,wish,Feeling and Behavior Generally,26,4,108,0,0
strongly,ADV,really,strongly think,really think,8,40,think,"Thinking, Judging and Remembering-",8,1,108,0,105
strongly,ADV,really,strongly think,really think,1,40,think,"Thinking, Judging and Remembering-",1,1,108,0,105
strongly,ADV,really,strongly realize,really realize,1,40,realize,Knowing and Learning,2,2,108,0,3
strongly,ADV,really,strongly know,really know,1,40,know,Knowing and Learning,2,2,108,0,221
strongly,ADV,really,strongly shock,really shock,1,40,shock,Fear and Courage,1,1,108,0,1
strongly,ADV,really,strongly weird,really weird,1,40,weird,"General, Usual, Unusual, etc",1,1,108,0,14
strongly,ADV,very,strongly familiar,very familiar,2,11,familiar,"General, Usual, Unusual, etc",2,1,108,0,5
strongly,ADV,very,strongly complicated,very complicated,1,11,complicated,"General, Usual, Unusual, etc",1,1,108,0,55
strongly,ADV,very,strongly thin,very thin,1,11,thin,Bodily States and Associated Activities,2,2,108,0,113
strongly,ADV,very,strongly conscious,very conscious,1,11,conscious,Bodily States and Associated Activities,1,1,108,0,35
strongly,ADV,very,strongly aware,very aware,1,11,aware,Knowing and Learning,2,2,108,0,48
strongly,ADV,very,strongly bright,very bright,1,11,bright,Knowing and Learning,2,2,108,0,103
strongly,ADV,very,strongly effective,very effective,1,11,effective,Causing,1,1,108,0,177
strongly,ADV,very,strongly important,very important,1,11,important,"Possibility, Chance, and Necessity",1,1,108,0,1171
strongly,ADV,significantly,strongly improve,significantly improve,2,5,improve,Doing Things,2,1,108,0,66
strongly,ADV,significantly,strongly improve,significantly improve,1,5,improve,Doing Things,1,1,108,0,66
strongly,ADV,significantly,strongly fall,significantly fall,1,5,fall,Actions and Positions,2,2,108,0,32
strongly,ADV,significantly,strongly affect,significantly affect,1,5,affect,Causing,1,1,108,0,11
strongly,ADV,significantly,strongly learn,significantly learn,1,5,learn,Knowing and Learning,1,1,108,0,0
strongly,ADV,significantly,strongly change,significantly change,1,5,change,Money,1,1,108,0,66
strongly,ADV,firmly,strongly say,firmly say,2,11,say,"Communicating, mainly by Speaking and Talking",3,2,108,0,0
strongly,ADV,firmly,strongly put,firmly put,1,11,put,"Communicating, mainly by Speaking and Talking",3,2,108,5,16
strongly,ADV,firmly,strongly decide,firmly decide,1,11,decide,Causing,1,1,108,0,0
strongly,ADV,highly,strongly recommend,highly recommend,2,6,recommend,"Communicating, mainly by Speaking and Talking",2,1,108,0,2
strongly,ADV,highly,strongly conscious,highly conscious,1,6,conscious,Bodily States and Associated Activities,1,1,108,0,0
strongly,ADV,highly,strongly effective,highly effective,1,6,effective,Causing,1,1,108,0,97
strongly,ADV,highly,strongly addictive,highly addictive,1,6,addictive,Cigarettes and Drugs,1,1,108,0,34
strongly,ADV,highly,strongly complicated,highly complicated,1,6,complicated,"General, Usual, Unusual, etc",1,1,108,0,0
strongly,ADV,heavily,strongly fall,heavily fall,1,5,fall,Actions and Positions,2,2,108,0,36
strongly,ADV,heavily,strongly tremble,heavily tremble,1,5,tremble,Actions and Positions,2,2,108,0,0
strongly,ADV,heavily,strongly rain,heavily rain,2,5,rain,Weather and Temperature,2,1,108,0,2
strongly,ADV,heavily,strongly sneeze,heavily sneeze,1,5,sneeze,"Bodily Conditions Relating to Health, Sickness, and Disability",1,1,108,0,0
strongly,ADV,strong,strongly responsibility,strong responsibility,1,5,responsibility,Courts of Law and Legal Work,1,1,108,0,4
strongly,ADV,strong,strongly supporter,strong supporter,1,5,supporter,Friendship and Enmity,1,1,108,0,161
strongly,ADV,strong,strongly faith,strong faith,1,5,faith,Religion and Beliefs,1,1,108,0,20
furthermore,ADV,moreover,furthermore be,moreover be,11,7,be,"Belonging and Owning, Getting and Giving",21,4,11,0,0
furthermore,ADV,moreover,furthermore have,moreover have,8,7,have,"Belonging and Owning, Getting and Giving",21,4,11,1,10
furthermore,ADV,moreover,furthermore receive,moreover receive,1,7,receive,"Belonging and Owning, Getting and Giving",21,4,11,0,2
furthermore,ADV,moreover,furthermore advocate,moreover advocate,1,7,advocate,Courts of Law and Legal Work,1,1,11,0,1
furthermore,ADV,also,furthermore receive,also receive,1,2,receive,"Belonging and Owning, Getting and Giving",21,4,11,0,202
furthermore,ADV,also,furthermore give,also give,1,2,give,"Belonging and Owning, Getting and Giving",21,4,11,0,241
furthermore,ADV,also,furthermore buy,also buy,1,2,buy,Commerce,1,1,11,0,0
furthermore,ADV,also,furthermore know,also know,1,2,know,Knowing and Learning,1,1,11,0,117
furthermore,ADV,also,furthermore wait,also wait,1,2,wait,"Moving, Coming, and going",1,1,11,0,11
furthermore,ADV,far,furthermore have,far have,1,1,have,"Belonging and Owning, Getting and Giving",21,4,11,0,115
furthermore,ADV,far,furthermore deteriorate,far deteriorate,1,1,deteriorate,"Cutting, Joining, Breaking, and Destroying",1,1,11,0,0
furthermore,ADV,however,furthermore have,however have,1,1,have,"Belonging and Owning, Getting and Giving",21,4,11,0,346
furthermore,ADV,however,furthermore know,however know,1,1,know,Knowing and Learning,1,1,11,0,47
deferent,NOUN,different,deferent point,different point,1,27,point,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,4,28,0,23
deferent,NOUN,different,deferent reading,different reading,1,27,reading,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,4,28,0,0
deferent,NOUN,different,deferent type,different type,1,27,type,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",4,4,28,0,276
deferent,NOUN,different,deferent way,different way,2,27,way,Places,4,3,28,0,358
deferent,NOUN,different,deferent situation,different situation,1,27,situation,Places,4,3,28,0,71
deferent,NOUN,different,deferent way,different way,1,27,way,Places,4,3,28,0,358
deferent,NOUN,different,deferent feeling,different feeling,2,27,feeling,Feeling and Behavior Generally,3,2,28,0,12
deferent,NOUN,different,deferent forest,different forest,2,27,forest,Geography,3,2,28,0,0
deferent,NOUN,different,deferent nation,different nation,2,27,nation,Social Organization in Group and Places,2,1,28,0,12
deferent,NOUN,difference,deferent big,difference big,1,1,big,"Size, Importance, and Availability",1,1,28,0,0
possibility,NOUN,opportunity,possibility great,opportunity great,4,46,great,"Size, Importance, and Availability",8,4,51,0,0
possibility,NOUN,opportunity,possibility numerous,opportunity numerous,1,46,numerous,"Size, Importance, and Availability",8,4,51,0,0
possibility,NOUN,opportunity,possibility less,opportunity less,1,46,less,"Size, Importance, and Availability",8,4,51,0,0
possibility,NOUN,opportunity,possibility good,opportunity good,2,46,good,Good and Evil,6,2,51,0,0
possibility,NOUN,opportunity,possibility unique,opportunity unique,1,46,unique,"General, Usual, Unusual, etc",1,1,51,0,0
possibility,NOUN,opportunity,possibility other,opportunity other,1,46,other,"Resemblance, Difference, and Change",1,1,51,0,0
possibility,NOUN,way,possibility right,way right,1,3,right,Mathematics,1,1,51,1,2
possibility,NOUN,likely,possibility thing,likely thing,1,1,thing,Objects Generally,1,1,51,0,0
possibility,NOUN,likely,possibility less,likely less,1,1,less,"Size, Importance, and Availability",8,4,51,0,749
recent,ADJ,late,recent singer,late singer,1,5,singer,Music and Related Activities,4,4,34,0,0
recent,ADJ,late,recent song,late song,1,5,song,Music and Related Activities,4,4,34,3,6
recent,ADJ,late,recent reel,late reel,1,5,reel,Music and Related Activities,4,4,34,0,0
recent,ADJ,late,recent style,late style,1,5,style,Arts and Crafts,2,2,34,0,6
recent,ADJ,present,recent condition,present condition,1,5,condition,"Being, Becoming, and Happening",2,2,34,0,3
recent,ADJ,present,recent situation,present situation,1,5,situation,"Being, Becoming, and Happening",2,2,34,0,14
recent,ADJ,present,recent climate,present climate,1,5,climate,Weather and Temperature,1,1,34,4,10
recent,ADJ,current,recent condition,current condition,1,3,condition,"Being, Becoming, and Happening",2,2,34,0,105
recent,ADJ,current,recent situation,current situation,1,3,situation,"Being, Becoming, and Happening",2,2,34,0,240
recent,ADJ,current,recent situation,current situation,1,3,situation,Places,1,1,34,0,240
recent,ADJ,current,recent climate,current climate,1,3,climate,Weather and Temperature,1,1,34,4,108
recent,ADJ,contemporary,recent fashion,contemporary fashion,1,3,fashion,Clothes and Personal Belongings,2,2,34,0,1
recent,ADJ,contemporary,recent style,contemporary style,1,3,style,Clothes and Personal Belongings,2,2,34,0,14
recent,ADJ,popular,recent song,popular song,1,1,song,Music and Related Activities,1,1,34,3,56
recent,ADJ,popular,recent song,popular song,1,1,song,Music and Related Activities,4,4,34,3,56
recent,ADJ,popular,recent culture,popular culture,1,1,culture,Social Organization in Group and Places,1,1,34,0,116
recent,ADJ,lately,recent be,lately be,2,2,be,Life and Living Things,2,1,34,0,0
recent,ADJ,currently,recent be,currently be,1,1,be,Life and Living Things,1,1,34,0,0
anywhere,ADV,everywhere,anywhere be,everywhere be,5,28,be,"Belonging and Owning, Getting and Giving",9,4,51,0,0
anywhere,ADV,everywhere,anywhere choice,everywhere choice,1,28,choice,"Belonging and Owning, Getting and Giving",9,4,51,0,0
anywhere,ADV,everywhere,anywhere look,everywhere look,2,28,look,"Being, Becoming, and Happening",7,2,51,0,0
anywhere,ADV,everywhere,anywhere lot,everywhere lot,1,28,lot,Places,3,3,51,0,0
anywhere,ADV,everywhere,anywhere trail,everywhere trail,1,28,trail,Places,3,3,51,0,1
anywhere,ADV,everywhere,anywhere carry,everywhere carry,1,28,carry,"Putting and Taking, Pulling and Pushing",3,3,51,0,5
anywhere,ADV,everywhere,anywhere bring,everywhere bring,1,28,bring,"Putting and Taking, Pulling and Pushing",3,3,51,0,6
anywhere,ADV,everywhere,anywhere fund,everywhere fund,1,28,fund,Money,1,1,51,0,0
anywhere,ADV,somewhere,anywhere lose,somewhere lose,2,20,lose,Death and Burial,2,1,51,0,6
anywhere,ADV,somewhere,anywhere article,somewhere article,1,20,article,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",1,1,51,0,0
anywhere,ADV,somewhere,anywhere alone,somewhere alone,1,20,alone,Friendship and Enmity,1,1,51,0,0
anywhere,ADV,somewhere,anywhere hide,somewhere hide,1,20,hide,"Honesty, Loyalty, Trickery, and Deceit",1,1,51,0,11
anywhere,ADV,somewhere,anywhere study,somewhere study,1,20,study,Knowing and Learning,1,1,51,0,0
anywhere,ADV,nowhere,anywhere near,nowhere near,1,3,near,"Moving, Coming, and going",2,2,51,47,49
anywhere,ADV,nowhere,anywhere else,nowhere else,1,3,else,"Size, Importance, and Availability",1,1,51,1,71
wright,NOUN,write,wright diary,write diary,9,55,diary,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",12,4,55,0,10
wright,NOUN,write,wright article,write article,1,55,article,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",12,4,55,0,286
wright,NOUN,write,wright letter,write letter,1,55,letter,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",12,4,55,0,2
wright,NOUN,write,wright daily,write daily,2,55,daily,Communication and Information,4,3,55,0,6
wright,NOUN,write,wright post,write post,1,55,post,Communication and Information,4,3,55,0,0
wright,NOUN,write,wright sentence,write sentence,1,55,sentence,Language,2,2,55,0,19
wright,NOUN,write,wright phrase,write phrase,1,55,phrase,Language,2,2,55,0,0
wright,NOUN,write,wright entry,write entry,2,55,entry,Parts of Houses,2,1,55,0,0
wright,NOUN,write,wright comment,write comment,1,55,comment,"Communicating, mainly by Speaking and Talking",2,2,55,5,12
lower,VERB,reduce,lower price,reduce price,2,19,price,Commerce,5,4,29,10,239
lower,VERB,reduce,lower rental,reduce rental,1,19,rental,Commerce,5,4,29,0,0
lower,VERB,reduce,lower burden,reduce burden,1,19,burden,Commerce,5,4,29,1,136
lower,VERB,reduce,lower time,reduce time,2,19,time,Music and Related Activities,3,2,29,3,65
lower,VERB,reduce,lower time,reduce time,1,19,time,Music and Related Activities,3,2,29,3,65
lower,VERB,reduce,lower number,reduce number,1,19,number,Numbers and Quantities,2,2,29,30,813
lower,VERB,reduce,lower fraction,reduce fraction,1,19,fraction,Numbers and Quantities,2,2,29,0,0
lower,VERB,reduce,lower population,reduce population,1,19,population,Social Organization in Group and Places,2,2,29,0,47
lower,VERB,reduce,lower city,reduce city,1,19,city,Social Organization in Group and Places,2,2,29,0,4
lower,VERB,reduce,lower deficit,reduce deficit,1,19,deficit,"Banking, Wealth, and Investment",1,1,29,28,593
lower,VERB,less,lower cost,less cost,1,7,cost,Commerce,1,1,29,1,335
lower,VERB,less,lower cost,less cost,1,7,cost,Commerce,5,4,29,1,335
lower,VERB,modest,lower cost,modest cost,1,1,cost,Commerce,1,1,29,1,11
lower,VERB,modest,lower amount,modest amount,1,1,amount,"Size, Importance, and Availability",1,1,29,32,68
lower,VERB,young,lower son,young son,1,1,son,People,1,1,29,0,252
find,VERB,make,find friend,make friend,181,195,friend,Friendship and Enmity,183,2,463,38,194
find,VERB,make,find acquaintance,make acquaintance,2,195,acquaintance,Friendship and Enmity,183,2,463,0,16
find,VERB,make,find friend,make friend,1,195,friend,Friendship and Enmity,183,2,463,38,194
find,VERB,make,find lot,make lot,8,195,lot,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",8,1,463,56,565
find,VERB,make,find sort,make sort,1,195,sort,"Being, Becoming, and Happening",4,4,463,22,47
find,VERB,make,find event,make event,1,195,event,"Being, Becoming, and Happening",4,4,463,9,37
find,VERB,make,find version,make version,1,195,version,Making things,2,2,463,12,111
find,VERB,make,find building,make building,1,195,building,Making things,1,1,463,9,46
find,VERB,make,find mistake,make mistake,2,195,mistake,"Rightness, Fairness, Purpose, Use, & Strength",2,1,463,0,1
find,VERB,have,find time,have time,3,49,time,Music and Related Activities,5,3,463,113,2555
find,VERB,have,find song,have song,1,49,song,Music and Related Activities,5,3,463,5,63
find,VERB,have,find number,have number,1,49,number,Music and Related Activities,5,3,463,67,919
find,VERB,have,find fun,have fun,4,49,fun,Entertainment Generally,4,1,463,5,708
find,VERB,have,find passion,have passion,1,49,passion,Entertainment Generally,1,1,463,0,57
find,VERB,have,find fun,have fun,1,49,fun,Entertainment Generally,4,1,463,5,708
find,VERB,have,find difficulty,have difficulty,5,49,difficulty,"General, Usual, Unusual, etc",5,1,463,6,1121
find,VERB,have,find difficulty,have difficulty,1,49,difficulty,"General, Usual, Unusual, etc",5,1,463,6,1121
find,VERB,have,find idea,have idea,4,49,idea,"Thinking, Judging and Remembering-",4,1,463,41,1992
find,VERB,have,find idea,have idea,1,49,idea,"Thinking, Judging and Remembering-",1,1,463,41,1992
find,VERB,have,find lot,have lot,4,49,lot,Places,4,1,463,56,2199
find,VERB,have,find lot,have lot,1,49,lot,Places,4,1,463,56,2199
find,VERB,discover,find way,discover way,15,52,way,Arts and Crafts,15,1,463,1,30
find,VERB,discover,find web,discover web,4,52,web,Insects and Similar Creatures,4,1,463,0,0
find,VERB,discover,find practice,discover practice,2,52,practice,Doing Things,2,1,463,0,6
find,VERB,discover,find passion,discover passion,1,52,passion,Entertainment Generally,1,1,463,0,4
find,VERB,discover,find cake,discover cake,1,52,cake,Food,1,1,463,0,0
find,VERB,see,find change,see change,1,22,change,Money,1,1,463,22,319
find,VERB,see,find money,see money,1,22,money,Money,4,1,463,199,58
find,VERB,see,find possibility,see possibility,1,22,possibility,"Possibility, Chance, and Necessity",3,3,463,5,95
find,VERB,see,find opportunity,see opportunity,1,22,opportunity,"Possibility, Chance, and Necessity",3,3,463,57,243
find,VERB,see,find shadow,see shadow,1,22,shadow,Light and Color,2,2,463,0,30
find,VERB,see,find light,see light,1,22,light,Light and Color,2,2,463,5,191
find,VERB,see,find time,see time,1,22,time,Music and Related Activities,5,3,463,113,75
find,VERB,see,find number,see number,1,22,number,Music and Related Activities,5,3,463,67,178
find,VERB,see,find progress,see progress,1,22,progress,"Moving, Coming, and going",1,1,463,4,68
find,VERB,get,find ticket,get ticket,1,15,ticket,Travel and Visiting,2,2,463,9,139
find,VERB,get,find seat,get seat,1,15,seat,Travel and Visiting,2,2,463,24,108
find,VERB,get,find book,get book,1,15,book,Travel and Visiting,22,2,463,0,68
find,VERB,get,find job,get job,2,15,job,"Business, Work, and Employment",2,1,463,587,1115
find,VERB,get,find job,get job,1,15,job,"Business, Work, and Employment",2,1,463,587,1115
find,VERB,get,find present,get present,1,15,present,"Belonging and Owning, Getting and Giving",2,2,463,0,16
find,VERB,get,find reward,get reward,1,15,reward,"Belonging and Owning, Getting and Giving",2,2,463,11,37
find,VERB,get,find chance,get chance,1,15,chance,"Being, Becoming, and Happening",4,4,463,14,654
find,VERB,get,find sort,get sort,1,15,sort,"Being, Becoming, and Happening",4,4,463,22,33
find,VERB,get,find change,get change,1,15,change,Money,1,1,463,22,48
find,VERB,get,find money,get money,1,15,money,Money,4,1,463,199,855
find,VERB,do,find work,do work,3,4,work,Industry and Work,3,1,463,283,2367
find,VERB,do,find work,do work,1,4,work,Industry and Work,3,1,463,283,2367
find,VERB,do,find time,do time,1,4,time,Music and Related Activities,5,3,463,113,232
find,VERB,do,find song,do song,1,4,song,Music and Related Activities,5,3,463,5,43
find,VERB,do,find number,do number,1,4,number,Music and Related Activities,5,3,463,67,94
find,VERB,do,find machine,do machine,2,4,machine,"Equipment, Machines, and Instruments",2,1,463,5,9
find,VERB,do,find change,do change,1,4,change,Money,1,1,463,22,42
find,VERB,do,find money,do money,1,4,money,Money,4,1,463,199,72
find,VERB,do,find housework,do housework,1,4,housework,Architecture and Kinds of Houses and Buildings,1,1,463,0,24
find,VERB,notice,find mistake,notice mistake,5,10,mistake,"Rightness, Fairness, Purpose, Use, & Strength",5,1,463,0,0
find,VERB,notice,find behavior,notice behavior,1,10,behavior,Doing Things,1,1,463,0,5
find,VERB,notice,find change,notice change,1,10,change,Money,1,1,463,22,49
rally,NOUN,really,rally want,really want,2,32,want,Feeling and Behavior Generally,6,4,32,0,103
rally,NOUN,really,rally like,really like,2,32,like,Feeling and Behavior Generally,6,4,32,2,38
rally,NOUN,really,rally long,really long,1,32,long,Feeling and Behavior Generally,6,4,32,0,7
rally,NOUN,really,rally be,really be,6,32,be,"Being, Becoming, and Happening",7,2,32,0,0
rally,NOUN,really,rally look,really look,1,32,look,"Being, Becoming, and Happening",7,2,32,0,35
rally,NOUN,really,rally bad,really bad,3,32,bad,Good and Evil,6,3,32,0,1
rally,NOUN,really,rally good,really good,2,32,good,Good and Evil,6,3,32,0,293
rally,NOUN,really,rally nice,really nice,1,32,nice,Good and Evil,6,3,32,0,72
rally,NOUN,really,rally depressed,really depressed,1,32,depressed,Happiness and Sadness,4,4,32,0,0
rally,NOUN,really,rally glad,really glad,1,32,glad,Happiness and Sadness,4,4,32,0,25
rally,NOUN,really,rally sad,really sad,1,32,sad,Happiness and Sadness,4,4,32,0,22
rally,NOUN,really,rally excited,really excited,2,32,excited,"Relaxation, Excitement, Interest, and Surprise",3,2,32,0,6
rally,NOUN,really,rally exciting,really exciting,1,32,exciting,"Relaxation, Excitement, Interest, and Surprise",3,2,32,0,25
quite,ADV,quiet,quite day,quiet day,4,63,day,Periods of Time and their Measurement,10,4,119,0,1
quite,ADV,quiet,quite night,quiet night,4,63,night,Periods of Time and their Measurement,10,4,119,0,0
quite,ADV,quiet,quite eve,quiet eve,1,63,eve,Periods of Time and their Measurement,10,4,119,0,0
quite,ADV,quiet,quite place,quiet place,8,63,place,"Putting and Taking, Pulling and Pushing",10,3,119,0,29
quite,ADV,quiet,quite stuff,quiet stuff,1,63,stuff,"Putting and Taking, Pulling and Pushing",10,3,119,0,1
quite,ADV,quiet,quite bar,quiet bar,1,63,bar,"Putting and Taking, Pulling and Pushing",10,3,119,0,0
quite,ADV,quiet,quite life,quiet life,4,63,life,Life and Living Things,4,1,119,0,30
quite,ADV,quiet,quite time,quiet time,2,63,time,Music and Related Activities,3,2,119,0,42
quite,ADV,quiet,quite time,quiet time,1,63,time,Music and Related Activities,3,2,119,0,42
quite,ADV,quiet,quite baby,quiet baby,1,63,baby,People,4,4,119,0,0
quite,ADV,quiet,quite people,quiet people,1,63,people,People,4,4,119,0,2
quite,ADV,quiet,quite boy,quiet boy,1,63,boy,People,4,4,119,0,1
quite,ADV,very,quite good,very good,7,31,good,Knowing and Learning,8,2,119,110,2062
quite,ADV,very,quite skilled,very skilled,1,31,skilled,Knowing and Learning,8,2,119,0,0
quite,ADV,very,quite good,very good,1,31,good,Knowing and Learning,8,2,119,110,2062
quite,ADV,very,quite difficult,very difficult,3,31,difficult,"General, Usual, Unusual, etc",11,4,119,20,1102
quite,ADV,very,quite easy,very easy,1,31,easy,"General, Usual, Unusual, etc",11,4,119,0,132
quite,ADV,very,quite hard,very hard,1,31,hard,"General, Usual, Unusual, etc",11,4,119,7,575
quite,ADV,very,quite different,very different,2,31,different,"Resemblance, Difference, and Change",2,1,119,202,552
quite,ADV,very,quite different,very different,1,31,different,"Resemblance, Difference, and Change",2,1,119,202,552
quite,ADV,very,quite large,very large,1,31,large,"Size, Importance, and Availability",1,1,119,1,2
quite,ADV,very,quite small,very small,1,31,small,"Size, Importance, and Availability",1,1,119,0,45
quite,ADV,very,quite active,very active,1,31,active,Bodily States and Associated Activities,2,2,119,6,112
quite,ADV,really,quite be,really be,5,11,be,"Being, Becoming, and Happening",7,2,119,0,0
quite,ADV,really,quite look,really look,2,11,look,"Being, Becoming, and Happening",7,2,119,3,35
quite,ADV,really,quite want,really want,3,11,want,Feeling and Behavior Generally,4,2,119,0,103
quite,ADV,really,quite miss,really miss,1,11,miss,Feeling and Behavior Generally,4,2,119,0,4
quite,ADV,really,quite want,really want,1,11,want,Feeling and Behavior Generally,4,2,119,0,103
quite,ADV,really,quite buy,really buy,2,11,buy,Commerce,2,1,119,0,2
quite,ADV,really,quite wake,really wake,1,11,wake,Bodily States and Associated Activities,1,1,119,0,0
quite,ADV,really,quite recommend,really recommend,1,11,recommend,"Communicating, mainly by Speaking and Talking",1,1,119,0,0
quite,ADV,relatively,quite small,relatively small,1,2,small,"Size, Importance, and Availability",1,1,119,0,746
quite,ADV,relatively,quite large,relatively large,1,2,large,"Size, Importance, and Availability",1,1,119,1,65
quite,ADV,relatively,quite easy,relatively easy,1,2,easy,"General, Usual, Unusual, etc",11,4,119,0,115
quite,ADV,relatively,quite straightforward,relatively straightforward,1,2,straightforward,"Honesty, Loyalty, Trickery, and Deceit",1,1,119,3,12
quite,ADV,extremely,quite hard,extremely hard,1,1,hard,"General, Usual, Unusual, etc",11,4,119,7,33
quite,ADV,extremely,quite difficult,extremely difficult,1,1,difficult,"General, Usual, Unusual, etc",11,4,119,20,232
quite,ADV,extremely,quite good,extremely good,1,1,good,Knowing and Learning,8,2,119,110,50
quite,ADV,extremely,quite important,extremely important,1,1,important,"Possibility, Chance, and Necessity",1,1,119,11,151
quite,ADV,extremely,quite small,extremely small,1,1,small,"Size, Importance, and Availability",1,1,119,0,38
quite,ADV,extremely,quite popular,extremely popular,1,1,popular,Social Organization in Group and Places,1,1,119,0,37
quite,ADV,quietly,quite sleep,quietly sleep,1,2,sleep,Bodily States and Associated Activities,1,1,119,0,0
quite,ADV,quietly,quite speak,quietly speak,1,2,speak,"Communicating, mainly by Speaking and Talking",1,1,119,0,10
quite,ADV,somewhat,quite small,somewhat small,1,1,small,"Size, Importance, and Availability",1,1,119,0,39
quite,ADV,somewhat,quite large,somewhat large,1,1,large,"Size, Importance, and Availability",1,1,119,1,34
quite,ADV,somewhat,quite outdated,somewhat outdated,1,1,outdated,"Old, New, and Young",1,1,119,0,2
quite,ADV,somewhat,quite different,somewhat different,1,1,different,"Resemblance, Difference, and Change",2,1,119,202,94
problem,NOUN,issue,problem same,issue same,5,42,same,"Resemblance, Difference, and Change",12,4,53,0,0
problem,NOUN,issue,problem such,issue such,3,42,such,"Resemblance, Difference, and Change",12,4,53,0,0
problem,NOUN,issue,problem other,issue other,3,42,other,"Resemblance, Difference, and Change",12,4,53,0,0
problem,NOUN,issue,problem second,issue second,3,42,second,Numbers and Quantities,8,3,53,0,0
problem,NOUN,issue,problem first,issue first,3,42,first,Numbers and Quantities,8,3,53,0,0
problem,NOUN,issue,problem only,issue only,2,42,only,Numbers and Quantities,8,3,53,0,32
problem,NOUN,issue,problem potential,issue potential,1,42,potential,Doing Things,1,1,53,1,3
problem,NOUN,issue,problem psychological,issue psychological,1,42,psychological,"Thinking, Judging and Remembering-",1,1,53,0,0
problem,NOUN,challenge,problem numerous,challenge numerous,1,4,numerous,"Size, Importance, and Availability",1,1,53,0,0
problem,NOUN,matter,problem sensitive,matter sensitive,1,1,sensitive,"Relaxation, Excitement, Interest, and Surprise",1,1,53,0,0
problem,NOUN,object,problem heavy,object heavy,1,1,heavy,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",1,1,53,0,0
problem,NOUN,product,problem nice,product nice,1,1,nice,Good and Evil,1,1,53,0,0
problem,NOUN,trouble,problem much,trouble much,1,1,much,"Size, Importance, and Availability",1,1,53,0,1
more early,ADV,early,more early get,early get,12,31,get,"Belonging and Owning, Getting and Giving",15,4,33,0,91
more early,ADV,early,more early catch,early catch,1,31,catch,"Belonging and Owning, Getting and Giving",15,4,33,0,0
more early,ADV,early,more early be,early be,1,31,be,"Belonging and Owning, Getting and Giving",15,4,33,0,0
more early,ADV,early,more early leave,early leave,2,31,leave,"Moving, Coming, and going",16,4,33,0,107
more early,ADV,early,more early arrive,early arrive,1,31,arrive,"Moving, Coming, and going",16,4,33,0,90
more early,ADV,early,more early leave,early leave,1,31,leave,"Moving, Coming, and going",16,4,33,0,107
more early,ADV,early,more early finish,early finish,2,31,finish,Beginning and Ending,3,2,33,0,7
more early,ADV,early,more early start,early start,1,31,start,Beginning and Ending,3,2,33,0,65
